  307.0000000000  -85.0000000000   65.0000000000
  307.0000000000 -110.0000000000   65.0000000000
  307.0000000000 -110.0000000000   55.0000000000
  307.0000000000  -85.0000000000   55.0000000000

  307.0000000000  -85.0000000000   65.0000000000
  328.6506350946  -97.5000000000   65.0000000000
  328.6506350946  -97.5000000000   55.0000000000
  307.0000000000  -85.0000000000   55.0000000000

  307.0000000000  -85.0000000000   65.0000000000
  328.6506350946  -72.5000000000   65.0000000000
  328.6506350946  -72.5000000000   55.0000000000
  307.0000000000  -85.0000000000   55.0000000000

  307.0000000000  -85.0000000000   65.0000000000
  307.0000000000  -60.0000000000   65.0000000000
  307.0000000000  -60.0000000000   55.0000000000
  307.0000000000  -85.0000000000   55.0000000000

  307.0000000000  -85.0000000000   65.0000000000
  285.3493649054  -72.5000000000   65.0000000000
  285.3493649054  -72.5000000000   55.0000000000
  307.0000000000  -85.0000000000   55.0000000000

  307.0000000000  -85.0000000000   65.0000000000
  285.3493649054  -97.5000000000   65.0000000000
  285.3493649054  -97.5000000000   55.0000000000
  307.0000000000  -85.0000000000   55.0000000000

  307.0000000000  -85.0000000000   65.0000000000
  307.0000000000 -110.0000000000   65.0000000000
  307.0000000000 -110.0000000000   55.0000000000
  307.0000000000  -85.0000000000   55.0000000000

